,text,Tweet_tokenized,sentiment
1806,big thank melody  gotta love sunshine lot vit D,"['big', 'thank', 'melody', 'gotta', 'love', 'sunshine', 'lot', 'vit', 'D']",neutral
1807,got babi g wach zi  ladi gaga wear eh eh film clip pink   I love you kay thank heap win olivia,"['got', 'babi', 'g', 'wach', 'zi', 'ladi', 'gaga', 'wear', 'eh', 'eh', 'film', 'clip', 'pink', 'I', 'love', 'you', 'kay', 'thank', 'heap', 'win', 'olivia']",neutral
1808,hey  let  follow other  wouldn t awesome  ,"['hey', 'let', 'follow', 'other', 'wouldn', 't', 'awesome']",neutral
1809,love shoe perez  look fine alway oh and ladi gaga  I say  outstanding ,"['love', 'shoe', 'perez', 'look', 'fine', 'alway', 'oh', 'and', 'ladi', 'gaga', 'I', 'say', 'outstanding']",neutral
1810,evening pick n pop go dinner Ta lum tum tum  som tum  major avenue  decid go home not clube tonite   ,"['evening', 'pick', 'n', 'pop', 'go', 'dinner', 'Ta', 'lum', 'tum', 'tum', 'som', 'tum', 'major', 'avenue', 'decid', 'go', 'home', 'not', 'clube', 'tonite']",negative
1811,paper write til heart  content,"['paper', 'write', 'til', 'heart', 'content']",neutral
1812,awww sweetie  hope mom wonder mother  day,"['awww', 'sweetie', 'hope', 'mom', 'wonder', 'mother', 'day']",neutral
1813,yeah dude  mike,"['yeah', 'dude', 'mike']",neutral
1814,it  great movi   My best welsh flatmat,"['it', 'great', 'movi', 'My', 'best', 'welsh', 'flatmat']",neutral
1815,I got headach hard work today  still ready   heineken tri finish,"['I', 'got', 'headach', 'hard', 'work', 'today', 'still', 'ready', 'heineken', 'tri', 'finish']",neutral
1816,rachel go lunch baixa  and lot stuff do     wanna come  ,"['rachel', 'go', 'lunch', 'baixa', 'and', 'lot', 'stuff', 'do', 'wanna', 'come']",neutral
1817,just got gym w no energi,"['just', 'got', 'gym', 'w', 'no', 'energi']",neutral
1818,Im sad cant go  make sad,"['Im', 'sad', 'cant', 'go', 'make', 'sad']",negative
1819,same  wa go tri warm milk i m lactos intoler haha ,"['same', 'wa', 'go', 'tri', 'warm', 'milk', 'i', 'm', 'lactos', 'intoler', 'haha']",neutral
1820,Is pictur showing ,"['Is', 'pictur', 'showing']",positive
1821,take mum jewelleri shop coffe mother day,"['take', 'mum', 'jewelleri', 'shop', 'coffe', 'mother', 'day']",neutral
1822,bring HK loung tomorrow     drink till pm    kareoke  I think nice sunday ,"['bring', 'HK', 'loung', 'tomorrow', 'drink', 'till', 'pm', 'kareoke', 'I', 'think', 'nice', 'sunday']",neutral
1823,oh       I complet forgot thirsti thursday  oh  my  gaga  suck,"['oh', 'I', 'complet', 'forgot', 'thirsti', 'thursday', 'oh', 'my', 'gaga', 'suck']",neutral
1824,I wanna feel chin,"['I', 'wanna', 'feel', 'chin']",neutral
1825,haul vid photo slideshow only  I fun ,"['haul', 'vid', 'photo', 'slideshow', 'only', 'I', 'fun']",neutral
1826,feel great ,"['feel', 'great']",neutral
1827,ahhhhhhhh i can t get miley notic me      ,"['ahhhhhhhh', 'i', 'can', 't', 'get', 'miley', 'notic', 'me']",neutral
1828,coffe brewing   musicmonday morn i m  listen fray    here  good week,"['coffe', 'brewing', 'musicmonday', 'morn', 'i', 'm', 'listen', 'fray', 'here', 'good', 'week']",neutral
1829,I wanna   jet mirage    couldn t get hawaii either      someday      much love To the wockeez supercrw,"['I', 'wanna', 'jet', 'mirage', 'couldn', 't', 'get', 'hawaii', 'either', 'someday', 'much', 'love', 'To', 'the', 'wockeez', 'supercrw']",positive
1830,just finish yet anoth amaz book susan elizabeth philips    god I love book much    which one read next    hmmm   ,"['just', 'finish', 'yet', 'anoth', 'amaz', 'book', 'susan', 'elizabeth', 'philips', 'god', 'I', 'love', 'book', 'much', 'which', 'one', 'read', 'next', 'hmmm']",neutral
1831, o c i m serious screw I haven t studi all        ,"['o', 'c', 'i', 'm', 'serious', 'screw', 'I', 'haven', 't', 'studi', 'all']",neutral
1832,well retir drummer I drum roll need read post sinc take ton time lol,"['well', 'retir', 'drummer', 'I', 'drum', 'roll', 'need', 'read', 'post', 'sinc', 'take', 'ton', 'time', 'lol']",negative
1833,new twitter     ,"['new', 'twitter']",neutral
1834,tire heck  wanna go home sleep cant caus im wash till daddi get work ,"['tire', 'heck', 'wanna', 'go', 'home', 'sleep', 'cant', 'caus', 'im', 'wash', 'till', 'daddi', 'get', 'work']",negative
1835,surfin   ,['surfin'],negative
1836,did see star trek  now I can t sleep         too much action  can t wind down   ,"['did', 'see', 'star', 'trek', 'now', 'I', 'can', 't', 'sleep', 'too', 'much', 'action', 'can', 't', 'wind', 'down']",neutral
1837,got freakin macbook      hoorayyy  freakin delet phootbooth ,"['got', 'freakin', 'macbook', 'hoorayyy', 'freakin', 'delet', 'phootbooth']",neutral
1838,ok  over exagerrated  twitter bad     I guess ,"['ok', 'over', 'exagerrated', 'twitter', 'bad', 'I', 'guess']",neutral
1839,happi mother day  tell ur mom that  awesom madr   great exampl archuleta familia  ,"['happi', 'mother', 'day', 'tell', 'ur', 'mom', 'that', 'awesom', 'madr', 'great', 'exampl', 'archuleta', 'familia']",negative
1840,good morn you  howev it  night time me  I bed  hugs  have great day,"['good', 'morn', 'you', 'howev', 'it', 'night', 'time', 'me', 'I', 'bed', 'hugs', 'have', 'great', 'day']",neutral
1841,but I know I extrem happi wouldn t chang world don t want anybodi else ,"['but', 'I', 'know', 'I', 'extrem', 'happi', 'wouldn', 't', 'chang', 'world', 'don', 't', 'want', 'anybodi', 'else']",neutral
1842,get fab portrait readi upload today,"['get', 'fab', 'portrait', 'readi', 'upload', 'today']",neutral
1843,you dsl  welcom  ,"['you', 'dsl', 'welcom']",neutral
1844,miss mom today  We made  date  everi year get flower together  thi yr I alone  felt weird,"['miss', 'mom', 'today', 'We', 'made', 'date', 'everi', 'year', 'get', 'flower', 'together', 'thi', 'yr', 'I', 'alone', 'felt', 'weird']",positive
1845,hot room  wanna go swimming ,"['hot', 'room', 'wanna', 'go', 'swimming']",neutral
1846,we v got pool still box I need level suitabl patch ground set up ,"['we', 'v', 'got', 'pool', 'still', 'box', 'I', 'need', 'level', 'suitabl', 'patch', 'ground', 'set', 'up']",neutral
1847,   ooo wish he  hot,"['ooo', 'wish', 'he', 'hot']",neutral
1848,I new found respect I know know konami code ,"['I', 'new', 'found', 'respect', 'I', 'know', 'know', 'konami', 'code']",neutral
1849,At work mo it  sunni today off see band tonight  ,"['At', 'work', 'mo', 'it', 'sunni', 'today', 'off', 'see', 'band', 'tonight']",neutral
1850,ace   exams ,"['ace', 'exams']",neutral
1851,it  sooo hot day   put ton sunblock jogging  still think face burnt though ,"['it', 'sooo', 'hot', 'day', 'put', 'ton', 'sunblock', 'jogging', 'still', 'think', 'face', 'burnt', 'though']",negative
1852,name jason  sunshin work too ,"['name', 'jason', 'sunshin', 'work', 'too']",neutral
1853,took forum access away fail ,"['took', 'forum', 'access', 'away', 'fail']",neutral
1854,lie last weekend said wouldn t get upset  fyi ,"['lie', 'last', 'weekend', 'said', 'wouldn', 't', 'get', 'upset', 'fyi']",neutral
1855,hahaha  guess reinforc skates  haha    rememb u r friend  semi god gluten intol,"['hahaha', 'guess', 'reinforc', 'skates', 'haha', 'rememb', 'u', 'r', 'friend', 'semi', 'god', 'gluten', 'intol']",neutral
1856,yeah want know too ,"['yeah', 'want', 'know', 'too']",neutral
1857,day goe on   i think im gonna write song it  still think it       imposs get true friend why    ,"['day', 'goe', 'on', 'i', 'think', 'im', 'gonna', 'write', 'song', 'it', 'still', 'think', 'it', 'imposs', 'get', 'true', 'friend', 'why']",positive
1858,omg meant   you r perfect wolverine sir hehe,"['omg', 'meant', 'you', 'r', 'perfect', 'wolverine', 'sir', 'hehe']",neutral
1859,hang babyy,"['hang', 'babyy']",neutral
1860,not yet     earli AM,"['not', 'yet', 'earli', 'AM']",neutral
1861, tron oh god  whose tire ,"['tron', 'oh', 'god', 'whose', 'tire']",neutral
1862,arab girl who  onlin everi one sleep   ,"['arab', 'girl', 'who', 'onlin', 'everi', 'one', 'sleep']",neutral
1863,I ate someth I don t know is    whi I keep tell thing food,"['I', 'ate', 'someth', 'I', 'don', 't', 'know', 'is', 'whi', 'I', 'keep', 'tell', 'thing', 'food']",neutral
1864,good morning    i      m soooo tierd,"['good', 'morning', 'i', 'm', 'soooo', 'tierd']",neutral
1865, n where I get some ,"['n', 'where', 'I', 'get', 'some']",neutral
1866,wanna tonight,"['wanna', 'tonight']",neutral
1867,it    I go bed  brain can t focu all   need fresh new start  I pray god grant fresh tomorrow ,"['it', 'I', 'go', 'bed', 'brain', 'can', 't', 'focu', 'all', 'need', 'fresh', 'new', 'start', 'I', 'pray', 'god', 'grant', 'fresh', 'tomorrow']",neutral
1868,well  noth flash   differ chocol  change  good  meet U yesterday gr atmospher   discus,"['well', 'noth', 'flash', 'differ', 'chocol', 'change', 'good', 'meet', 'U', 'yesterday', 'gr', 'atmospher', 'discus']",neutral
1869,I took antibiot I still feel like     ,"['I', 'took', 'antibiot', 'I', 'still', 'feel', 'like']",neutral
1870,how guy live citi  paris wher u spend entir life trafficjam   grrrr    m  use anymor,"['how', 'guy', 'live', 'citi', 'paris', 'wher', 'u', 'spend', 'entir', 'life', 'trafficjam', 'grrrr', 'm', 'use', 'anymor']",neutral
1871,   nomor adventur time,"['nomor', 'adventur', 'time']",positive
1872,happi bank holiday monday  tweeteramas  i ll spend day yoga ocd attacks  you ,"['happi', 'bank', 'holiday', 'monday', 'tweeteramas', 'i', 'll', 'spend', 'day', 'yoga', 'ocd', 'attacks', 'you']",negative
1873,laura  gone weekend  I miss already ,"['laura', 'gone', 'weekend', 'I', 'miss', 'already']",neutral
1874,nutella croissant mango melon coffe love stalk iri breakfast bed courtesi N have hous til noon,"['nutella', 'croissant', 'mango', 'melon', 'coffe', 'love', 'stalk', 'iri', 'breakfast', 'bed', 'courtesi', 'N', 'have', 'hous', 'til', 'noon']",neutral
1875,whuuurrrrr   gland realli swollen now  guess weekend  blow out ,"['whuuurrrrr', 'gland', 'realli', 'swollen', 'now', 'guess', 'weekend', 'blow', 'out']",neutral
1876,all spare time seem  twill spent homework weekend ,"['all', 'spare', 'time', 'seem', 'twill', 'spent', 'homework', 'weekend']",neutral
1877,lazzzzzzzzzzzzzzzi monday    bank holiday nicol haven t u direct msged yet     ,"['lazzzzzzzzzzzzzzzi', 'monday', 'bank', 'holiday', 'nicol', 'haven', 't', 'u', 'direct', 'msged', 'yet']",neutral
1878,yummi yum cha mother  day mum  dad  arcel egg pant yuuuuuum ,"['yummi', 'yum', 'cha', 'mother', 'day', 'mum', 'dad', 'arcel', 'egg', 'pant', 'yuuuuuum']",neutral
1879, thing twitter could without  p  src   I like guy ,"['thing', 'twitter', 'could', 'without', 'p', 'src', 'I', 'like', 'guy']",neutral
1880,I wanna bea well      bea,"['I', 'wanna', 'bea', 'well', 'bea']",neutral
1881,lol  catch u,"['lol', 'catch', 'u']",neutral
1882,stupid wireless  ,"['stupid', 'wireless']",negative
1883,hahaah  crys  blow fuse typic move,"['hahaah', 'crys', 'blow', 'fuse', 'typic', 'move']",neutral
1884,spirit week  tuesday make eight I die later  school wednesday thursday then  final sleep friday  ,"['spirit', 'week', 'tuesday', 'make', 'eight', 'I', 'die', 'later', 'school', 'wednesday', 'thursday', 'then', 'final', 'sleep', 'friday']",neutral
1885,   readi D jona brother experience  real brothers  includ,"['readi', 'D', 'jona', 'brother', 'experience', 'real', 'brothers', 'includ']",neutral
1886,saw thumb play virtua tennis   ,"['saw', 'thumb', 'play', 'virtua', 'tennis']",neutral
1887,we r off  i m sorry  parent come around    gonna eat them  house hunt richardson  raaaain cheeeck,"['we', 'r', 'off', 'i', 'm', 'sorry', 'parent', 'come', 'around', 'gonna', 'eat', 'them', 'house', 'hunt', 'richardson', 'raaaain', 'cheeeck']",neutral
1888,just saw dooop bmw  seri park top back    to bad rain,"['just', 'saw', 'dooop', 'bmw', 'seri', 'park', 'top', 'back', 'to', 'bad', 'rain']",neutral
1889,laundri time lot it ,"['laundri', 'time', 'lot', 'it']",positive
1890,ha ha  no  thank drag mountain today,"['ha', 'ha', 'no', 'thank', 'drag', 'mountain', 'today']",neutral
1891,had great time mpix shootout  great thank mpix   ,"['had', 'great', 'time', 'mpix', 'shootout', 'great', 'thank', 'mpix']",neutral
1892,weather lovely  i m head home via supermarket  plan spend qualiti time knit tonight ,"['weather', 'lovely', 'i', 'm', 'head', 'home', 'via', 'supermarket', 'plan', 'spend', 'qualiti', 'time', 'knit', 'tonight']",neutral
1893,sad end softbal season ,"['sad', 'end', 'softbal', 'season']",neutral
1894,woman scienc   technolog confer La jolla   interest day  met realli great people ,"['woman', 'scienc', 'technolog', 'confer', 'La', 'jolla', 'interest', 'day', 'met', 'realli', 'great', 'people']",neutral
1895,  well gonna fit big long advertis,"['well', 'gonna', 'fit', 'big', 'long', 'advertis']",neutral
1896,musem equal fail      hall      life close caus construct,"['musem', 'equal', 'fail', 'hall', 'life', 'close', 'caus', 'construct']",neutral
1897,just join twibe  visit  join    spinner know respect spinner    need coffe,"['just', 'join', 'twibe', 'visit', 'join', 'spinner', 'know', 'respect', 'spinner', 'need', 'coffe']",neutral
1898, i m gonna miss guy much thank make  year senior school amazing ,"['i', 'm', 'gonna', 'miss', 'guy', 'much', 'thank', 'make', 'year', 'senior', 'school', 'amazing']",positive
1899, name ,['name'],neutral
1900,If rain doesnt go away  i m stay bed week til mommi get,"['If', 'rain', 'doesnt', 'go', 'away', 'i', 'm', 'stay', 'bed', 'week', 'til', 'mommi', 'get']",positive
1901,  much enjoy  what name  articl,"['much', 'enjoy', 'what', 'name', 'articl']",neutral
1902,yeahh,['yeahh'],neutral
1903, hour till mother day parti yeah ,"['hour', 'till', 'mother', 'day', 'parti', 'yeah']",neutral
1904,arrr bummer want win ,"['arrr', 'bummer', 'want', 'win']",neutral
1905,eat roommate  cereal  sorri bro,"['eat', 'roommate', 'cereal', 'sorri', 'bro']",neutral
1906,good news tooth ,"['good', 'news', 'tooth']",neutral
1907,yeah  i m behind classic cinema calendar making  I haven t time go see anyway ,"['yeah', 'i', 'm', 'behind', 'classic', 'cinema', 'calendar', 'making', 'I', 'haven', 't', 'time', 'go', 'see', 'anyway']",neutral
1908,aww littl girl britain  got talent  I actual love ant n dec  Oh an  simon cowell    ,"['aww', 'littl', 'girl', 'britain', 'got', 'talent', 'I', 'actual', 'love', 'ant', 'n', 'dec', 'Oh', 'an', 'simon', 'cowell']",neutral
1909,done class freshman year ,"['done', 'class', 'freshman', 'year']",neutral
1910,amaz due time constraint could visit meadow pine forest  shall post imag later ,"['amaz', 'due', 'time', 'constraint', 'could', 'visit', 'meadow', 'pine', 'forest', 'shall', 'post', 'imag', 'later']",positive
1911, page  press previou page ,"['page', 'press', 'previou', 'page']",neutral
1912,what  wrong dr phil  I shame love show I abl watch it ,"['what', 'wrong', 'dr', 'phil', 'I', 'shame', 'love', 'show', 'I', 'abl', 'watch', 'it']",negative
1913,love ME love ME say that you love me   ,"['love', 'ME', 'love', 'ME', 'say', 'that', 'you', 'love', 'me']",neutral
1914,whi didn t favorit spotter last tweet go phone,"['whi', 'didn', 't', 'favorit', 'spotter', 'last', 'tweet', 'go', 'phone']",neutral
1915,eeek   your coming     Im soo excit see thursday  ,"['eeek', 'your', 'coming', 'Im', 'soo', 'excit', 'see', 'thursday']",neutral
1916,   thanks  it  SO annoying ,"['thanks', 'it', 'SO', 'annoying']",neutral
1917,I tire phone  walkman work like charm  l need better video wap really  thank yesterday buy album,"['I', 'tire', 'phone', 'walkman', 'work', 'like', 'charm', 'l', 'need', 'better', 'video', 'wap', 'really', 'thank', 'yesterday', 'buy', 'album']",neutral
1918,I biggest crush pink doesn t know i m aliv,"['I', 'biggest', 'crush', 'pink', 'doesn', 't', 'know', 'i', 'm', 'aliv']",neutral
1919,happi mother  day everyon,"['happi', 'mother', 'day', 'everyon']",negative
1920,emerg radio iphon awesome  listen johnson counti sheriff live scanner stream,"['emerg', 'radio', 'iphon', 'awesome', 'listen', 'johnson', 'counti', 'sheriff', 'live', 'scanner', 'stream']",neutral
1921,thank much belat  followfriday shout  payingitforward,"['thank', 'much', 'belat', 'followfriday', 'shout', 'payingitforward']",neutral
1922,momma day may th  don t forget someth nice mommyyi,"['momma', 'day', 'may', 'th', 'don', 't', 'forget', 'someth', 'nice', 'mommyyi']",neutral
1923,     brah  u happy ,"['brah', 'u', 'happy']",neutral
1924,hah i ma knock wood PC never crash yet  nor laptop i m care stuff mayb that ,"['hah', 'i', 'ma', 'knock', 'wood', 'PC', 'never', 'crash', 'yet', 'nor', 'laptop', 'i', 'm', 'care', 'stuff', 'mayb', 'that']",positive
1925,histori,['histori'],positive
1926,happi birthdayyy  hope awesom day  didn t see next last night ,"['happi', 'birthdayyy', 'hope', 'awesom', 'day', 'didn', 't', 'see', 'next', 'last', 'night']",neutral
1927,oprah guest ever saw one ,"['oprah', 'guest', 'ever', 'saw', 'one']",neutral
1928,haha shave facial hair except moustach caus thought would cool  but made look gross,"['haha', 'shave', 'facial', 'hair', 'except', 'moustach', 'caus', 'thought', 'would', 'cool', 'but', 'made', 'look', 'gross']",positive
1929,new delerium  music video     mix tiesto  guess bill leeb final forgot music  root,"['new', 'delerium', 'music', 'video', 'mix', 'tiesto', 'guess', 'bill', 'leeb', 'final', 'forgot', 'music', 'root']",neutral
1930,We alexander  just  cours dinner wear someon el red wine,"['We', 'alexander', 'just', 'cours', 'dinner', 'wear', 'someon', 'el', 'red', 'wine']",positive
1931,nice day like make miss alki,"['nice', 'day', 'like', 'make', 'miss', 'alki']",neutral
1932, fizz he  realli new peopl I dunno em said he d tri,"['fizz', 'he', 'realli', 'new', 'peopl', 'I', 'dunno', 'em', 'said', 'he', 'd', 'tri']",neutral
